age_rating,Count of title for movie,Count of title for movie 2,Count of title for tv,description,genre,Sum of running_time,title,type,Sum of year
A,,,1,"In the early 1990s Boston, assistant district attorney Decourcy Ward forms an unlikely alliance with a corrupt yet venerated FBI veteran, Jackie Rhodes.",Drama,,City On A Hill,tv,2019
A,1,1,,"In the hidden high-security government laboratory, lonely Elisa's life changes forever after discovering a secret classified experiment.",Historical,118,The Shape of Water,movie,2017
A,,,1,"In the race to make the next money-spinning drug, saving lives takes a backseat and people become less than human. Step into the murky world of drug trials.",Thriller,,Human,tv,2022
A,1,1,,"In this new chapter, a group of cold-blooded killers are brought together on an alien planet to be hunted by a new breed of alien Predators.",Action,102,Predators,movie,2009
A,1,1,,"In this special, Tracey explores the twists, turns and triumphs that have shaped her remarkable life and hilarious personas.",Standup Comedy,73,Tracey Ullman: Live & Exposed,movie,2005
A,,,1,"Industry follows a group of hungry, young graduates competing for a limited number of permanent positions at a leading bank in London.",Drama,,Industry,tv,2020
A,,,1,"Inspector Shekhawat investigates some of the most heinous and toughest murder cases of his entire career. Tough to crack, the truth is not always what it seems.",Thriller,,Crime Next Door,tv,2021
A,1,1,,"Inspired by Shakespeare's Hamlet, this short film revolves around Harshit, a Hindu boy who loves his Muslim neighbour Rahila and their doomed love story.",Drama,24,Harshit,movie,2018
A,,,1,"Invisible Stories digs deep into the underbelly of familiar neighbourhoods in Singapore, shedding light into a side of the island we seldom see.",Drama,,Invisible Stories,tv,2020
A,,,1,It's 1984 - a tender love story succumbs to the anti-Sikh riots. It's 2016 - IPS officer Amrita Singh uncovers a secret connecting that past to her present.,Drama,,Grahan,tv,2021
A,1,1,,"Jericho Cane, an ex-cop turned private security detective, becomes the reluctant hero with fate of the world in his hands.",Action,121,End Of Days,movie,1999
A,,,1,Jhansi's quest to uncover her past brings her onto the path of people who want her dead. How will she save herself and her family from them?,Action,,Jhansi,tv,2022
A,1,1,,Jim Jefferies is two things: very twisted and very funny whether he's going on about why he hates pandas or delivering a theory on 'studs'.,Standup Comedy,56,Jim Jefferies: I Swear To God,movie,2009
A,1,1,,"Johnny Rico joins the Mobile Infantry and, soon, he finds himself fighting against alien bugs that are hell-bent on destroying life on Earth.",Science Fiction,105,Starship Troopers,movie,1997
A,,,1,"Koala Man follows middle-aged dad Kevin and his titular secret identity, whose only superpower is a passion for following rules and snuffing out petty crime.",Comedy,,Koala Man,tv,2023
A,1,1,,"Kumaran Thampi is forced into celibacy when his uncle makes him the new practitioner of tantric magic. However, temptations are all around him.",Romance,154,Sreekrishna Parunthu,movie,1984
A,,,1,"Laced with irony and dark humour, Six Feet Under approaches the subject of death through the eyes of the Fisher family, who owns and operates a funeral home.",Drama,,Six Feet Under,tv,2001
A,1,1,,"Late one night, a rich, young woman goes to her maid's house. She confides in her things that have been troubling her. However, things take an unexpected turn.",Drama,11,Noor,movie,2019
A,,,1,"Left with his two kids after a divorce, 41-year-old Toby Fleishman must learn how to juggle parenting, the world of app-based dating and his career.",Drama,,Fleishman Is In Trouble,tv,2022
A,,,1,Lena Dunham’s fearless comedy tackles female friendship through the eyes of 20-somethings as they attempt to navigate the unpredictable waters of adulthood.,Comedy,,Girls,tv,2012
A,1,1,,Lewis Black delivers his comical insights into everything from the State of the Union to Dick Cheney's aim in this stand-up special.,Standup Comedy,58,"Lewis Black: Red, White & Screwed",movie,2006
A,1,1,,Lewis Black goes on tirade after tirade about stupidity in America. He covers everything from corporate greed and Martha Stewart to WMDs and homeland security,Standup Comedy,56,Lewis Black: Black On Broadway,movie,2004
A,,,1,Life for a successful therapist in New York begins to unravel on the eve of publishing her first book.,Drama,,The Undoing,tv,2020
A,1,1,,"Lifelong friends Pádraic and Colm find themselves at an impasse when one abruptly ends their relationship, bringing alarming consequences for both of them.",Drama,113,The Banshees Of Inisherin,movie,2022
A,,,1,Little Fires Everywhere follows the intertwined fates of the picture-perfect Richardson family and an enigmatic mother and daughter who upend their lives.,Drama,,Little Fires Everywhere,tv,2020
A,,,1,Looking offers the unfiltered experiences of three close friends living and loving in modern-day San Francisco.,Comedy,,Looking,tv,2014
A,1,1,,"Love at first swipe takes an ugly turn! Nisha forms an unlikely bond with Raj after they meet on a dating site, but there’s more than what meets the eye.",Romance,10,Romance Karo,movie,2022
A,,,1,Lucy and Stephen have a tumultuous but intoxicating relationship. Their addictive entanglement alters not only their lives but the lives of everyone around them.,Drama,,Tell Me Lies,tv,2022
A,1,1,,"Lucy Cola is a NASA astronaut who after returning from space, suddenly feels everything around her stiflingly small.",Drama,125,Lucy in the Sky,movie,2019
A,,,1,"Mac Conway, a Marine who returns home to Memphis from the Vietnam war finds himself shunned by those he loves and demonized by the public.",Drama,,Quarry,tv,2016
A,1,1,,Machine Gun Kelly’s Life in Pink takes you through the raw realness and pressure of a rock star’s rise to the top.,Documentary,101,Machine Gun Kelly's Life in Pink,movie,2022
A,1,1,,"Mahesh, a wealthy guy, is notorious for harassing the womenfolk in his village. But, when Sanjana spurns his love, a furious Mahesh vows revenge.",Drama,100,Malenaadolonadu Premakathe,movie,2009
A,1,1,,Mandy tries to figure what happened after discovering a disturbing video from a night she doesn't remember and attempts to navigate the escalating fallout.,Mystery,87,Share,movie,2019
A,1,1,,Manohar and his family move into a new apartment on the 13th floor. Soon they experience supernatural incidents when a spirit tries to communicate via TV.,Horror,138,13B,movie,2009
A,,,1,"Many years after he turned his back on his hometown, a burned-out major league ballplayer returns to teach Physical Education at his old middle school.",Comedy,,Eastbound & Down,tv,2009
A,1,1,,"Meena’s world turns upside down after she marries an abusive caretaker of a mansion. While she accepts the miseries, a surprise visitor invites more problems.",Drama,29,Chuhedaani,movie,2022
A,1,1,,"Mike Tyson opens up about his troubled youth, boxing career, key people in his life, time in prison, self-examination, family and new beginnings.",Docudrama,82,Mike Tyson: Undisputed Truth,movie,2013
A,1,1,,"Mildred Hayes, a woman in her early 50s, goes to war against her local police force, believing them to be too inept to solve the murder of her daughter.",Drama,115,"Three Billboards Outside Ebbing, Missouri",movie,2017
A,,,1,"Mira, an American movie star disillusioned by her career and recent breakup, arrives in France to immerse herself in an iconic role.",Drama,,Irma Vep,tv,2022
A,1,1,,"Mohit, an honest sub-inspector, works under a corrupt senior cop, Hanumant. Irked by Hanumant's ways, will a helpless Mohit give into the power of position?",Action,134,Shagird,movie,2011
A,,,1,Mrs Fletcher explores a dual coming-of-age story of the impact of internet porn and social media on the lives of Eve Fletcher and her college freshman son.,Comedy,,Mrs. Fletcher,tv,2019
A,1,1,,"Mutant mercenary Wade Wilson aka. Deadpool brings together a team of rogue mercenaries to protect a young boy from the brutal time-travelling cyborg, Cable.",Superhero,119,Deadpool 2,movie,2018
A,,,1,"NEW EPISODE EVERY MONDAY AT 8:30 AM. After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity’s last hope.",Drama,,The Last of Us,tv,2023
A,,,1,"NEW EPISODE EVERY TUESDAY AT 6:30 AM. Comedian John Oliver satirically covers the week in news, politics and current events in this Emmy-winning variety series.",Comedy,,Last Week Tonight With John Oliver,tv,2019
A,1,1,,"Nina gets the chance to play the White Swan but, when the artistic director decides that Lily might fit the role better, she slowly loses control of herself.",Thriller,103,Black Swan,movie,2010
A,1,1,,"On a dark and somber night, monster hunters gather to pay respects to their deceased leader and are thrust into a deadly game.",Horror,52,Werewolf By Night,movie,2022
A,1,1,,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity.",Horror,136,The Empty Man,movie,2020
A,1,1,,"One night and three parallel yet interconnected stories. What will happen in this interlock of life, death and karma?",Comedy,104,Kaalakaandi,movie,2018
A,1,1,,"Over the Christmas holiday, Jules reflects on the year.",Drama,48,Euphoria: F*ck Anyone Who's Not A Sea Blob,movie,2021
A,1,1,,"Penning down his restless thoughts, Anand swamps his room with umpteen crumpled papers. Things take an interesting turn when one such note- Loti comes to life.",Drama,14,Crumpled,movie,2022
A,,,1,"Police officer Aditi must catch a serial killer with just one clue, a scorpion tattoo on the victims. To stop the menace, she must dig into her own past.",Crime,,The Tattoo Murders,tv,2021
A,1,1,,Prepare for riotously shocking material as sharp-witted stand-up superstar Sarah Silverman steps up for her first HBO solo special.,Standup Comedy,51,Sarah Silverman: We Are Miracles,movie,2013
A,1,1,,"Quincy Jones, a young stand-up comic with terminal cancer, performs in his first HBO comedy special.",Standup Comedy,50,Quincy Jones: Burning The Light,movie,2016
A,1,1,,"Rachael Morgan reunites with her husband Lewis, charged with the rebuilding of Hamburg. But, she is stunned to discover Lewis's unexpected decision.",Historical,104,The Aftermath,movie,2019
A,,,1,"Ray Shoesmith, a father, ex-husband, boyfriend and best friend: tough roles to juggle in the modern age. Even harder when you’re a criminal for hire.",Drama,,Mr Inbetween,tv,2018
A,,,1,"Relationships will fray, loyalties will erode, and promises hang in the balance as the Monterey Five struggle to keep the biggest secret of all.",Drama,,Big Little Lies,tv,2017
A,,,1,"Reporter Camille Preaker, returns to her hometown to cover the murder of two preteen girls, following a stay in a psychiatric hospital.",Thriller,,Sharp Objects,tv,2018
A,,,1,"Richie Finestra, a shrewd record executive from New York, tries to promote American Century, his music label, amidst the changing music scene in the 1970s.",Drama,,Vinyl,tv,2016
A,1,1,,Ripley squares off against an unholy genetically modified strain of the alien that has haunted her.,Science Fiction,108,Alien Resurrection,movie,1997
A,1,1,,Robert Klein performs this special filled with hilarious insights and a few memorable musical interludes.,Standup Comedy,57,Robert Klein: Unfair & Unbalanced,movie,2010
