cast,country,Year,Quarter,Month,Day,description,director,duration,listed_in,rating,Sum of release_year,show_id,title,type
"Rupinder Nagra, Naseeruddin Shah, Seema Biswas, Koel Purie, Vik Sahay, Roshan Seth",Canada,,,,,"Amal is an emotionally evocative story about an auto-rickshaw driver in New Delhi (Amal) who is content with his small, but vital role in life. One day he drives an eccentric billionaire (G.K. Jayaram) who, is searching the streets for the last morsel of humanity and someone he can leave all his money to, and Amal's life may change forever.",Richie Mehta,104 min,Drama,18+,2008,s3304,Amal,Movie
"Rushika Raj, Raja Narendra, Keshav Deepak, Indu Kusuma, Hemanth Varma, Priyanka Chowdary, Rahul Chavan, Mahesh Boya","",,,,,Asmee is a dark love story revolving around a newlywed couple with a mysterious past. They must confront the harsh truths and pay a price for their actions.,Sesh Karthikeya,95 min,Suspense,13+,2021,s8909,Asmee,Movie
"Russ Little, Patty Hearst","",,,,,"The Symbionese Liberation Army (SLA). The SLA wreaked havoc on the West Coast and our national psyche, leaving behind a rich trove of paranoid recordings and scores of violent acts, including the kidnapping of heiress Patty Hearst who would subsequently join the SLA under the alias ""Tania.""",Robert Stone,89 min,Documentary,UNRATED,2004,s6687,Guerrilla: The Taking of Patty Hearst,Movie
Russell Crowe,"",,,,,"Russell Crowe stars as a strong, quiet detective determined to unravel the past to discover the truth about a violent young man released from prison.",John Polson,101 min,"Drama, Suspense",R,2009,s4896,Tenderness,Movie
"Russell Crowe, Albert Finney, Marion Cotillard, Abbie Cornish, Tom Hollander, Freddie Highmore","",,,,,HD. Russell Crowe stars as a bond trader whose life is changed by a trip to Provence to dispose of his uncle's estate.,Ridley Scott,118 min,Comedy,PG-13,2006,s9268,A Good Year,Movie
"Russell Crowe, Amanda Seyfried, Aaron Paul, Diane Kruger, Quvenzhané Wallis, Jane Fonda","",,,,,"From the director of Seven Pounds and The Pursuit of Happyness, and featuring an all-star cast led by Russell Crowe, Fathers and Daughters is a powerful story of love, loss and the tragedies that bring us together and tear us apart.",Gabriele Muccino,116 min,Drama,R,2016,s2499,Fathers & Daughters,Movie
"Russell Crowe, Andrea Radrizanni, Marcelo Bielsa, Victor Orta, Angus Kinnear, Liam Cooper, Luke Ayling, Kalvin Phillips, Patrick Bamford, Nikolaj Coster-Waldau, Ralph Ineson, Josh Warrington, James Mooney",United Kingdom,,,,,"Following last season’s heartbreak, Leeds United embark on a new season with renewed hope of reaching the Premier League. Marcelo Bielsa’s side face Manchester United in Australia and with a revamped squad, Leeds look to set the pace in the Championship. But as Covid-19 arrives in the UK, will Bielsa’s players even get the chance to take the club home, to the promised land?","",2 Seasons,TV Shows,16+,2020,s822,Take Us Home: Leeds United,TV Show
"Russell Crowe, Caren Pistorius, Gabriel Bateman, Jimmi Simpson","",,,,,"Academy Award©️ winner, Russell Crowe, stars in Unhinged, an edge-of-your-seat thriller about something we have all experienced – road rage.",Lisa Ellzey,90 min,Suspense,R,2020,s8225,Unhinged,Movie
"Russell Crowe, Daniel Pollock, Jacqueline McKenzie, Alex Scott, Leigh Russell, Dan Wyllie","",,,,,A group of skinheads become alarmed at the way their neighborhood is changing.,Geoffrey Wright,93 min,Drama,R,1992,s7220,Romper Stomper,Movie
"Russell Hopton, Irene Ware, Harry Holman, Bradley Page, John Quillan, Wade Boteler, Betty Blythe","",,,,,"Publicity Expert lee Adams (Hopton) uses ex-carnival character ""Honest"" John Brady in a Publicity stunt he throws for the press, in order to promote his new chain letter scheme. However, things go terribly wrong when it turns out ""Honest"" John is on the run from the law, and then one of the recipients of the chain letter is murdered. Adams tries to get to the bottom of the murder, constantly in a battle of wits and ethics with pretty female reporter Mary Larkin (Ware), who has invited herself along for the ride.",Vin Moore,62 min,"Comedy, Suspense",13+,1935,s2874,Cheers of the Crowd,Movie
Russell Peters,"",,,,,"Russell Peters takes his culturally comedic roadshow to the land of his ancestors, Mumbai, India for an evening that’s as informative as it is entertaining. Reflecting on his own immigrant lineage Peters proves why he’s more than one in 1.3 billion.","",1 Season,"Arts, Entertainment, and Culture, Comedy",16+,2020,s1120,Russell Peters: Deported,TV Show
"Russell Targ, Dean Radin PhD, Uri Geller, Brian Josephson PhD, Hal Puthoff PhD, Stephan A. Schwartz, Edgar Mitchell PhD, Lori Williams","",,,,,"For more than 20 years the CIA studied psychic abilities for use in their top-secret spy program. With previously classified details about ESP now finally coming to light, there can be no more secrets.",Lance Mungia,115 min,"Documentary, Special Interest",13+,2019,s365,Third Eye Spies,Movie
"Rutger Hauer, Joan Chen, Vincent D'Onofrio, Delroy Lindo, Anna Katarina","",,,,,"The film features a sport that you're not likely to see on ESPN. It's called ""juggers"", and Rutger Hauer plays Sallow, the champion jugger in the post-apocalyptic world.",David Peoples,91 min,"Action, Adventure",R,1990,s8183,The Blood of Heroes,Movie
"Rutger Hauer, Kim Catrall, Michael J. Pollard, Alistair Duncan, Alun Armstrong, Pete Postlethwaite",United Kingdom,,,,,"In a flooded dystopian future, Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since. He soon discovers what he is hunting might not be human.",Tony Maylam,91 min,"Horror, Science Fiction",R,1992,s5561,Split Second,Movie
"Rutger Hauer, Natasha Richardson, Clancy Brown, Paul Giamatti, Guy Boyd, Tom Wright, Dana Eskelson","",,,,,"A man gets out of prison after fifteen years for stabbing his wife to death, and his social worker becomes convinced he was innocent. As she researches his case, and interviews other people who were involved, she begins to fall in love with him, as her friends warn her that he's dangerous.",Jan Eliasberg,100 min,"Romance, Suspense",R,1993,s1369,Past Midnight,Movie
"Rutger Hauer, Sam Gittins, Jamie Foreman, David Yip, Adam Deacon, Luke Mably","",,,,,"Spencer, a gifted pool player, is wasting his talents in petty crime until his estranged father, who is serving time, gives him an opportunity to go pro. He'll succeed if he can break away from his biggest problem: himself.",Michael Elkin,107 min,Suspense,16+,2021,s6149,The Break,Movie
"Rutger Hauer, Shannon Whirry, Norbert Weisser, Anna Katarina, Michael Halsey, Jill Pierce","",,,,,"In the post-holocaust world, mankind was defeated by his own machines is now populated and controlled by cyborgs carrying sharpened sticks and laser boomerangs. Omega Doom (Rutger Hauer) is one such cyborg. He is programmed to destroy everything that moves until a sharp blow to the head causes a short and makes him want to help the planet's few remaining human beings regain control.",Albert Pyun,84 min,"Action, Science Fiction",PG-13,1997,s1433,Omega Doom,Movie
"Rutger Hauer, Terry O'Quinn, Meg Foster, Brandon Call, Noble Willingham, Lisa Blount, Nick Cassavetes, Rick Overton, Randall 'Tex' Cobb","",,,,,"Nick Parker (Rutger Hauer) is a blind Vietnam vet who was trained by local tribes to enhance his remaining senses and now expertly wields a sword. On his return to the US, he goes to visit an old Army buddy, Frank Devereaux (Terrance O'Quinn), but discovers that he and his family are in danger from a crooked casino boss. Nick must save his friend's son, and evade the henchman in pursuit of them.",Phillip Noyce,86 min,Action,R,1990,s3041,Blind Fury,Movie
Ruth Blackwell,"",,,,,A filmmaker tries to prove that ghosts are real but soon regrets his intentions after he finds himself being terrorized in a haunted house by a ghost with a dark past. An authentic documentary that shows actual ghost footage that was captured on camera.,None,60 min,Documentary,16+,2017,s5141,The Blackwell Ghost,Movie
"Ruth Goodman, Alex Langlands, Peter Ginn","",,,,,Historian Ruth Goodman and archaeologists Alex Langlands and Peter Ginn go back in time to relive the day-to-day life of a Victorian farmer.,"",1 Season,Documentary,TV-14,2009,s189,Victorian Farm,TV Show
"Ruth Goodman, Peter Ginn, Tom Pinfold","",,,,,"Historian Ruth Goodman and archaeologists Peter Ginn and Tom Pinfold go back in time a few hundred years - figuratively, at least - as they learn how to build a medieval castle using only tools, techniques and materials that were available in the 13th century. It is an extensive project, which is part of a large archaeological experiment expected to take 25 years to complete","",1 Season,"Documentary, Special Interest",13+,2014,s1067,Secrets of the Castle,TV Show
"Ruth Gordon, Bud Cort, Tom Skerritt",United States,,,,,"Harold is young, rich and obsessed with death. Maude is a lovable a fun-loving 80-year-old eccentric. When the two meet at a funeral and develop a deep bond, they must reconcile their disparate beliefs about the meaning life.",Hal Ashby,92 min,"Comedy, Drama",PG,1971,s2249,Harold and Maude,Movie
"Ruth Jones, Robert Bathurst, Aidan Turner, Jeany Spark, Jay Simpson","",,,,,"Ruth Jones takes on the role of the larger-than-life Carry On actress Hattie Jacques, revealing how her home life was blown apart by a secret sexual liaison with her handsome young driver while she was married to Dad's Army star John Le Mesurier.",Dan Zeff,85 min,Drama,16+,2011,s7853,Hattie,Movie
"Ruth Wilson, Mark Stanley, Sean Bean","",,,,,"Following the death of her father, Alice (Ruth Wilson, ""The Affair"") returns to her home village for the first time in 15 years to claim from her estranged brother (Mark Stanley, ""Game of Thrones"") the family farm she believes is rightfully hers. From acclaimed filmmaker Clio Barnard, one of the premier new voices in British cinema, ""Dark River"" is a taut and powerful psychological drama.",Clio Barnard,90 min,"Drama, Suspense",16+,2018,s4077,Dark River,Movie
"Ruthie, Stacy Haiduk, Nikki Love, Farah Shea","",,,,,Four friends quarantine in a house whose prior tenants were murdered.,Gordon Freeman,74 min,"Comedy, Drama, Suspense",18+,2020,s6380,No Answer,Movie
"Rwitobroto Mukherjee, Shantilal Mukherjee, Anusha Viswanathan",India,,,,,"Bikram (Rwitobroto Mukherjee), a teenage boy, spends his days mooning over his crush Tuki (Anusha Viswanathan), and reading lots of crime fiction. An odd twist of events leads Bikram on a quest to solve the perfect crime - a murder cleverly disguised as a natural death !",Mainak Bhaumik,118 min,"International, Suspense",ALL,2019,s2304,Goyenda Junior,Movie
"Ry Barrett, Colin Price, Christina McInulty","",,,,,Still the Water is a dramatic feature film about brothers who try to reconnect many years after a domestic tragedy tore them apart.,Susan Rodgers,100 min,"Drama, Romance",16+,2021,s6612,Still The Water,Movie
"Ry Barrett, Joanna Saul","",,,,,In a rush to complete an overdue screenplay a writer's past explodes perilously into the present as his world unravels.,Greg A. Sager,100 min,"Drama, Horror, Suspense",16+,2021,s8775,Open Your Eyes,Movie
"Ryan Barton-Grimley, Ari Schneider, Jana Savage, Richard Gayler, Casey Graf, Jeff Lorch","",,,,,"HAWK doesn't just dream about killing vampires... He eats, sleeps and breaths it! One night, they appear at his work and of course no one believes him, except his friend REV a dimwitted vegan-pacifist. Together they join forces to save their hometown!",Ryan Barton-Grimley,85 min,"Comedy, Horror",18+,2021,s5857,Hawk & Rev: Vampire Slayers,Movie
"Ryan Bergara, Shane Madej","",,,,,"Conspiracy theory enthusiast Ryan deep-dives into mysteries surrounding notorious unsolved crimes, in order to convince his dubious friend Shane that, sometimes, the evidence isn't always as it seems.","",1 Season,"Documentary, Horror, Suspense",16+,2021,s6922,BuzzFeed Unsolved: True Crime,TV Show
Ryan Bingham,"",,,,,"GRAMMY and Oscar award-winning Americana singer-songwriter Ryan Bingham brings his dynamic live show direct to fans. Filmed at the Whitewater Amphitheater on August 6, 2016.",Milton Lage,110 min,Music Videos and Concerts,PG-13,2016,s1116,Ryan Bingham Live,Movie
Ryan Bingham,"",,,,,"GRAMMY and Oscar award-winning Americana singer-songwriter Ryan Bingham brings his dynamic live show direct to fans. Filmed at the Whitewater Amphitheater on August 6, 2016.",Milton Lage,110 min,Music Videos and Concerts,PG-13,2016,s3780,Ryan Bingham Live (4K UHD),Movie
"Ryan Carnes, Peter Stormare, Dee Wallace, Martin Sensmeier, Jordan Hinson, Don Stark",United States,,,,,"Chris Norton has been hearing about alien abductions his entire life but, in his gut, he knows they are not real. Setting out to disprove the alien abduction phenomenon once and for all, he attends a UFO convention to meet alleged abductees and reveal the truth behind their experiences.",Fulvio Sestito,82 min,"Science Fiction, Suspense",18+,2018,s3086,Beyond the Sky,Movie
"Ryan Gosling, Kirsten Dunst, Frank Langella, Philip Baker Hall","",,,,,HD. Ryan Gosling stars as the heir to a real estate dynasty who is suspected of murdering his wife in this chilling psychological thriller.,Andrew Jarecki,101 min,"Drama, Romance, Suspense",R,2010,s9469,All Good Things,Movie
"Ryan Hansen, Travis Van Winkle, Christopher Lloyd, Tara Reid, Dave Foley, Diora Baird","",,,,,In this all star comedy underachieving siblings Phil (Ryan Hansen) and Danny O'Donnell (Travis Van Winkle) are forced to run the family pub to save their eccentric uncle (Christopher Lloyd) from jail time and financial ruin.,Greg Garthe,84 min,"Comedy, Young Adult Audience",16+,2015,s5575,Last Call,Movie
"Ryan Izay, Jasmine St. Clair, Isis Velazquez, Dana Brighton, Rocky Flor, Sudesh Managodage","",,,,,"An all-girl gang battle in the streets with a drug cartel in an attempt to secure territory north of Mexico while trying to avoid capture by police, and the vengeful wrath of a local vigilante.",Jeff Leroy,80 min,Action,18+,2014,s8314,Furious Road,Movie
"Ryan Kwanten, Alicia Silverstone, Randall Batinkoff","",,,,,"Six years after saying ""I do,"" Olive (Silverstone) and Clay (Kwanten) call it quits. And although they split amicably, both want custody of their beloved dog Wesley. With everything at stake, can man's best friend find a way to reunite the couple?",Huck Botko,96 min,"Arthouse, Arts, Entertainment, and Culture, Comedy",PG,2016,s5997,Who Gets The Dog,Movie
"Ryan Kwanten, Kristen Hager, Maria Menounos, Jamani","",,,,,"A failed-writer-turned-dishwasher made famous for his many flaws and shortcomings in his ex-wife's blog, ""Why You Suck,"" meets the girl of his dreams... on the day she is marrying the perfect man.","Ryan Kwanten, Sara Canning",97 min,"Arthouse, Comedy",R,2014,s9364,The Right Kind of Wrong,Movie
"Ryan Kwanten, Maggie Grace, Mike Epps, Brooks Braselman, Russell Peters, Clancy Brown, John Malkovich","",,,,,A group of comic convention performers come together over the 4th of July weekend to take down a shady promoter and ego mania star.,Zak Knutson,100 min,"Action, Comedy, Young Adult Audience",R,2018,s8737,Supercon,Movie
"Ryan Kwanten, Peter Dinklage, Steve Zahn",United States,,,,,Live-action role players conjure up a demon from Hell by mistake and they must deal with the consequences.,Joe Lynch,86 min,"Action, Comedy, Fantasy",R,2014,s1931,Knights of Badassdom,Movie
"Ryan Kwanten, Steve Bisley, Tommy Lewis, Claire van der Boom, Ronald Falk, Eddie Baroo, Jada Alberts, John Brumpton","",,,,,A young police officer must survive his first day's duty in a small country town.,Patrick Hughes,98 min,"Suspense, Western",R,2010,s7385,Red Hill,Movie
"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman, P. J. Johnson, Randy Quaid, Noble Willingham, Ed Reed, Bob Young, Liz Ross","",,,,,"Ryan O'Neal teams up with his daughter, Tatum in this film for which Tatum won an Oscar in her role. Con man Moses Pray, driving through depression-era Kansas with a carload of deluxe bibles and a list of newly widowed prospects for his line.",Peter Bogdanovich,102 min,"Comedy, Drama",PG,1973,s5178,Paper Moon,Movie
"Ryan Phillippe, Ian Barford, Stephen Louis Grush",United States,,,,,"Former Hollywood star is kidnapped by two men connected to his past while on location in Louisiana. When he wakes up bound and chained in a rundown shack, he soon discovers the real motives of his captors and finds himself in the middle of a twisted scheme with little chance to survive. With no rescue in sight, he must use every ounce of strength he has left to break free and get his revenge.",Ryan Phillippe,97 min,"Action, Drama, Suspense",18+,2014,s2900,Catch Hell,Movie
"Ryan Phillippe, Malin Akerman, Taylor Kitsch, Neels van Jaarsveld","",,,,,The Bang Bang Club was the name given to four young photographers whose work captured the final bloody days of white rule in South Africa. The film tells the remarkable story of these young men and the extraordinary extremes they went to in order to capture their pictures.,Steven Silver,108 min,Drama,R,2010,s3952,The Bang Bang Club,Movie
"Ryan Reynolds, Glenn Close, Molly Parker","",,,,,The true story of a decorated officer's legal challenge to her involuntary discharge when she admitted she was homosexual.,Jeff Bleckner,92 min,Drama,16+,1995,s8535,Serving in Silence,Movie
"Ryan, Mommy, Daddy, Emma, Kate, Combo, Brie, Gus, Builder John","",2021,Qtr 3,August,18,"Ryan and his Ryan's World friends - Gus the Gummy Gator, Combo Panda, and others - bring you along on all their awesome adventures! Discover how fun learning can be, as your favorite vlog superstar and all of his pals explore the world through pretend play, science experiments, DIY crafts, challenges, and other activities kids and families can do in their own homes! Presented by pocket.watch.","",1 Season,TV Shows,ALL,2019,s7513,Ryan's World,TV Show
"Ryland Brickson Cole Tews, Erick West, Beulah Peters, Daniel Long","",,,,,"On the shores of Lake Michigan, Captain Seafield enlists a crew of misfits in a bid to slay the hellish monster that prowls the depths. But as his obsession with exacting revenge on the creature that killed his father threatens to consume him, can weapons expert Sean Shaughnessy, sonar whiz Nedge Pepsi and N.A.V.Y. (Nautical Athletes and adVenture Yunit) officer Dick Flynn hold the show together?",Ryland Brickson Cole Tews,78 min,"Action, Comedy, Horror",16+,2019,s7919,Lake Michigan Monster,Movie
"Ryô Tomioka, Kaho, Shingo Ishikawa","",,,,,"A young boy in a peaceful seaside town gets more than he bargained for when he takes home a mysterious egg. When it hatches, out comes a baby turtle that grows into a new version of Gamera. But will it become powerful enough in time to defeat a rampaging monster named Zedus?",Ryuta Tasaki,97 min,"Action, Science Fiction",13+,2006,s5585,Gamera the Brave,Movie
"S. J. Surya, Tamannaah, Namitha, Vadivelu, Santhanam","",,,,,"Suryaprakash, an ambitious businessman, wishes to accumulate a lot of wealth for himself. He asks a scientist to clone him to replace him at home, while he gives his time to his business.",Shakti Chidambaram,163 min,"Comedy, Drama",18+,2007,s9045,Viyabari,Movie
"S. Joshua Costantini, Quinn Costantini, Cricket Costantini, Loren Costantini, Dean Tucker, Monica Costantini, Calder Costantini, Mona Costantini, Jason Costantini","",,,,,"A man embarks on a mysterious journey deep into the wilderness in search of the one thing he's been studying his entire life. Meanwhile, his daughter knows something he doesn't and is in pursuit to track him down and stop him from the point of no return.",Dean Tucker,89 min,"Action, Drama, Suspense",16+,2021,s9088,Taller Than The Trees,Movie
"S. S. Rajendran, C. R. Vijayakumari, Nagesh, L. Vijayalakshmi, Sivakumar","",,,,,"After her husband's death due to lack of medical assistance, a woman struggles to raise her only son. He grows up to becomes a famous surgeon and gets married to a wealthy girl but misunderstandings drive them apart. What happens from there is the rest of the movie.",A. C. Tirulokchandar,168 min,Drama,ALL,1965,s6776,Kaakum Karangal,Movie
"S. S. Rajendran, C. R. Vijayakumari, S. V. Ranga Rao, A. V. M. Rajan","",,,,,S.S.Rajendran(SSR) and AVM Rajan are brothers. They are rich and motherless. Their father S.V.Rangarao prefers fair daughters-in-law for their house. But fate strikes in the form of Vijayakumari (who is dark complexioned and an illiterate) who steps in as SSR's consort. Whether she is approved by SSR's family and how she manages to survive there forms the rest of the narration.,A. C. Tirulokchandar,155 min,Drama,ALL,1963,s6546,Naanum Oru Penn,Movie
"S. S. Rajendran, M. N. Rajam, Prem Nazir, Rajasulochana, V. K. Ramasamy","",,,,,Thai Piranthal Vazhi Pirakkum is a Tamil Emotional Family Drama. Prem Nazir is a doctor and son of V.K.Ramasamy who gives much importance to money. V.K.Ramasamy doesn't like S.S.Rajendran as he supports farmers. Rajasulochana is S.S.Rajendran's sister. Her marriage gets stopped and S.S.Rajendran goes to jail because of V.K.Ramasamy. The rest of the story is how S.S.Rajendran avenges V.K.Ramasamy.,A. K. Velan,139 min,Drama,ALL,1958,s6993,Thai Pirandhal Vazhi Pirakkum,Movie
"S. V. Sahasranamam, Pandari Bai, V. R. Rajagopal, Chandrababu, S. A. Ashokan","",,,,,An old man on his death bed takes a promise from his eldest son that he would look after his mother and siblings. Trouble starts when the younger brothers get their wives.,Krishnan-Panju,137 min,Drama,ALL,1956,s8302,Kula Deivam,Movie
"S. Ve. Shekhar, Jaishree, Ashwin Shekhar, Poorna, Visu, Jagan","",,,,,"Nisha puts forth eight different conditions when her parents decide to get her married. However, she ends up dissatisfied despite marrying the man who meets her demands.",Madhan Kumar,135 min,"Comedy, Drama",13+,2016,s7724,Manal Kayiru 2,Movie
"S.V.Rangarao, Anjali","",,,,,"The movie is about a devotee Prahalada in Hindu mythology. After his hard efforts, Ranga Rao (Hiranyakashipu) gets blessed by God Brahma. His son (Prahalada) is a staunch devotee of Lord Vishnu and praises him throughout the day. The rest of the movie is about the father's rigorous efforts to prevent his son's devotion.",Chitrapu Narayana Rao,156 min,Drama,13+,1967,s7421,Bhakta Prahlada,Movie
"Sabine Weber, Wilfried Handl, Ralf Gerhardt, Ursula Caberta","",,,,,"To some, Scientology is a bona fide religion based upon rigorous research and its doctrines are akin to universal scientific laws. But to others, including some former members, Scientology is a cult whose so-called doctrines are nothing more than ridiculous science-fiction stories invented by founder, L. Ron Hubbard. What is the truth about Scientology?",Rainer Fromm,59 min,Documentary,7+,2012,s4899,Scientology,Movie
Sabrina Glow,"",,,,,"In this compilation of My Magic Pet Morphle cartoon, Mila and Morphle explore mystical universes with dinosaurs, visit the emotional island, and embark on a journey to the mirror world!",Arthur van Merwijk,52 min,"Animation, Kids",ALL,2019,s6224,Morphle - The Magical World of Mila and Morphle,Movie
Sabrina Glow,"",,,,,"In this compilation of My Magic Pet Morphle cartoon, Mila and Morphle hop into different worlds such as the medieval times, the digital world, the magical jungle and many more!",Arthur van Merwijk,48 min,"Animation, Kids",ALL,2019,s1666,Mila and Morphle's Magical Friendship,Movie
Sabrina Glow,"",,,,,"In this compilation of My Magic Pet Morphle cartoon, Morphle morphs into all sorts of things like a hammer, bulldozer, truck, and many more! Follow Mia and Morphle on their adventures on building stuff!",Arthur van Merwijk,58 min,"Animation, Kids",ALL,2019,s1609,Morphle - Building with Morphle,Movie
Sabrina Glow,"",,,,,"In this compilation of My Magic Pet Morphle, watch Morphle as he morphs into Mila, a big red truck, and a big red magical reindeer!",Arthur van Merwijk,38 min,"Animation, Kids",ALL,2019,s882,Storytime with Mila and Morphle,Movie
Sabrina Glow,"",,,,,"Join Mila and her magic pet Morphle as he morphes into an ambulance, garbage truck, and many more! This is a non-spoken Morphle compilation that your kids will love and enjoy!",Arthur van Merwijk,45 min,"Animation, Kids",ALL,2019,s1600,Morphle Non-Dialogue - Mila and Morphle's Magical Life,Movie
Sabrina Glow,"",,,,,"Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs and lions! Your kids will love this fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Sing along to some of the classic nursery rhymes, original songs or watch these educational cartoons that your kids will surely enjoy!",Arthur van Merwijk,30 min,"Animation, Kids",ALL,2020,s1604,Morphle - The Return of Orphle & More Kids Cartoons,Movie
"Sabumon Abdusamad, Siddharth Rajendran, Sooraj Harris, Vivek Vilasini, kalesh","",,,,,"Two friends try to re-unite by going on a road trip to the forests and mountains. Their attempt to reconcile does not go easy due to the secrets they hold, leading to a shocking revelation that ends their journey.",Vinod Bharathan,58 min,"Arthouse, Drama, Suspense",18+,2020,s6439,Godzone,Movie
"Sacha Baron Cohen, Maria Bakalova","",,,,,Never before seen footage from the award-winning movie Borat Subsequent Moviefilm,"",1 Season,Documentary,18+,2021,s5299,Borat: VHS Cassette of Material Deemed “Sub-acceptable” By Kazakhstan Ministry of Censorship and Circumcision,TV Show
"Sacha Baron Cohen, Maria Bakalova","",,,,,Supplemental reportings retrieved from floor of stable containing editing machine.,"",1 Season,"Comedy, Documentary",TV-MA,2021,s4736,Borat Supplemental Reporting,TV Show
"Sacha Baron Cohen, Maria Bakalova","United Kingdom, United States",,,,,Delivery of Prodigious Bribe to American Regime for make Benefit Once Glorious Nation of Kazakhstan.,Jason Woliner,96 min,Comedy,R,2020,s5664,Borat Subsequent Moviefilm,Movie
"Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Luenell, Bob Barr, David Corcoran, Mitchell Falk, Alan Keyes","United States, United Kingdom, Kazakhstan",,,,,"Kazakh TV personality Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat blunders through his epic road trip!",Larry Charles,84 min,Comedy,R,2006,s7043,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Movie
"Sachin Khedekar, Sonalee Kulkarni, Amey Wagh, Prakash Bare, Jaywant Wadkar","",,,,,"Jitya Bhau likes to be in control at all times. One fateful night, he finds himself locked in an empty shop, alone with a prostitute he knows nothing about. With no assurance of help from the outside, they must now fend for themselves.",V. K. Prakash,122 min,"Drama, Suspense",13+,2017,s9302,Shutter,Movie
"Sachin Khedekar, Tanuja, Suhas Joshi, Poorvi Bhave, Omkar Kulkarni","",,,,,"Professor Vyankatesh Kulkarni commits to fulfil his father's final wish during his last rites. A chance visit to a village brings him face to face with Sangeetappa, his look alike, and Bhagirathi, Sangeetappa's widowed mother. In his quest to figure out his father's wish, Vyankatesh finds answers to many questions he hasn't even begun to ask.",Nitish Bhardwaj,105 min,Drama,ALL,2013,s9126,Pitruroon,Movie
"Sachin Pilgaonkar, Santosh Juvekar, Tejashree Pradhan, Neena Kulkarni, Kishore Chougule, Bhargavi Chirmuley, Neha Pendse, Sampada Joglekar Kulkarni, Uday Sabnis, Jaywant Wadkar","",,,,,"Dhananjay (Sachin Pilgaonkar), an ace bullock cart rider, is asked to take part in an annual bullock cart race to win the village a religious honour, but the memory of his last defeat continues to haunt him.",Viju Mane,126 min,"Action, Drama",ALL,2011,s7382,Sharyat,Movie
"Sadie Frost, Jonny Lee Miller, Jude Law, Ray Winstone","",,,,,"Ray runs North London's most powerful criminal gang, and his nephew Jude is a polished and successful member. Jude's boyhood friend Jonny comes to Jude with an idea he wants to pitch to Ray. Jonny wants violence, so he repeatedly tries to start trouble with the South London equivalent of Ray's gang. Will he succeed? If he does, will he find glory in war?","Dominic Anciano, Ray Burdis",93 min,"Comedy, Drama",18+,2003,s6056,"Love, Honour and Obey",Movie
"Sadwyn Brophy, Aidee Walker, Phil Brown","",,,,,"The courageous story of a tenacious New Zealand woman who would stop at nothing in seeking justice for her brother's murder. Based on a True Story - Lee-Anne Cartier received the devastating news that her brother Philip had taken his own life. After Philip's Widow, Helen shows Lee-Anne Philip's suicide note, she realises that the signature at the bottom of the note was not her brother's...",Thomas Robins,98 min,"Documentary, Drama",16+,2017,s6372,Catching The Black Widow,Movie
"Safinah Chau, Liam Hendrix Tay, Amelia Faye Luong, Brandon Tay, Katherine Nguyen","",,,,,A slice-of-life short film about the Southeast Asian experience and becoming 1st generation Asian Americans.,Kayleb Lee,12 min,Drama,ALL,2019,s6542,Papaya,Movie
"Sagar RK Naidu, Drishya Raghunath",India,,,,,"Madhav, an introverted software employee who gets compelled to meet 3 brides of alliances arranged by a marriage bureau run by Jayamma. Bhanumati, daughter of Jayamma, a happy, go-lucky girl had to accompany Madhav in meeting his set alliances. In the journey, they find love in each other, yet, they don't express it. The story takes new turns with each alliance they meet.",Padmasri,133 min,"Comedy, Drama",ALL,2021,s1047,Shaadi Mubarak,Movie
Sahil Shah,"",,,,,"Sahil Shah is 27 but mentally considers himself as a 3 year old. He’s one of India’s top comedians and his first ever stand up special Childish Behaviour is a look at his immature life, the silliness and pointlessness of things around him and his innate ability of making stupid faces and silly sounds to make anyone laugh.",Siddharth Vasani,72 min,"Arts, Entertainment, and Culture",18+,2018,s1109,Sahil Shah’s: Childish Behaviour,Movie
"Sahit Sosa, Aleyda Gallardo, Antonio Monroi, J. Ramon Coronado","",,,,,"At the time of the 90's two brothers usually visit the OVNI sightings area in the town of Atlimeyaya in Atlixco, Puebla. By means of a regression, they discover that they were abducted in the past and begin to experience extraordinary events",Hugo Vivar,79 min,Science Fiction,13+,2018,s6938,The Atlimeyaya file,Movie
"Sai Dharam Tej, Kalyani Priyadarshin, Nivetha Pethuraj","",,,,,"Vijay(Sai Dharam Tej) is an engineering graduate who develops an app and keeps approaching various companies. But to his bad luck, he gets rejected most of the time. Left with no choice, he starts working at a TV shop and falls in love with Lahari(Kalyani Priyadarshan). But things change with the entry of Shanti(Nivetha Pehturaj) as Vijay loses his love and hope in life.",Kishore Tirumala,119 min,"Drama, International",ALL,2019,s2859,Chitralahari,Movie
