genre,rating,Sum of release_year,runtime,title
"Action & Adventure, Dramas, Independent Movies",R,2014,119 min,Monsters: Dark Continent
"Action & Adventure, Dramas, Independent Movies",R,2007,148 min,Into the Wild
"Action & Adventure, Dramas, Independent Movies",R,2014,95 min,Revenge of the Green Dragons
"Action & Adventure, Dramas, Independent Movies",TV-14,2008,116 min,Contract
"Action & Adventure, Dramas, Independent Movies",TV-14,2019,81 min,Expo
"Action & Adventure, Dramas, Independent Movies",TV-MA,2017,113 min,Sand Castle
"Action & Adventure, Dramas, Independent Movies",TV-MA,2011,126 min,Shaitan
"Action & Adventure, Dramas, Independent Movies",TV-MA,2020,149 min,The Last Days of American Crime
"Action & Adventure, Dramas, International Movies",NR,2016,111 min,Operation Chromite
"Action & Adventure, Dramas, International Movies",NR,2016,123 min,Stronger Than the World
"Action & Adventure, Dramas, International Movies",NR,2016,133 min,Asura: The City of Madness
"Action & Adventure, Dramas, International Movies",PG,2015,85 min,Phantom Boy
"Action & Adventure, Dramas, International Movies",PG-13,2015,105 min,Ip Man 3
"Action & Adventure, Dramas, International Movies",PG-13,2013,108 min,The Grandmaster
"Action & Adventure, Dramas, International Movies",PG-13,2012,96 min,Kon-Tiki
"Action & Adventure, Dramas, International Movies",R,2013,100 min,Redemption
"Action & Adventure, Dramas, International Movies",R,2015,105 min,MI-5
"Action & Adventure, Dramas, International Movies",R,2008,107 min,Ip Man
"Action & Adventure, Dramas, International Movies",R,2009,112 min,Merantau
"Action & Adventure, Dramas, International Movies",R,2015,114 min,Black Sea
"Action & Adventure, Dramas, International Movies",R,2013,155 min,The Physician
"Action & Adventure, Dramas, International Movies",R,2001,168 min,Asoka
"Action & Adventure, Dramas, International Movies",R,2015,84 min,Slow West
"Action & Adventure, Dramas, International Movies",R,2017,94 min,6 Days
"Action & Adventure, Dramas, International Movies",R,2015,95 min,Kidnapping Mr. Heineken
"Action & Adventure, Dramas, International Movies",TV-14,2009,101 min,Kisaan
"Action & Adventure, Dramas, International Movies",TV-14,2016,103 min,Needhi Singh
"Action & Adventure, Dramas, International Movies",TV-14,2019,108 min,Wira
"Action & Adventure, Dramas, International Movies",TV-14,2020,113 min,Gunjan Saxena: The Kargil Girl
"Action & Adventure, Dramas, International Movies",TV-14,2018,115 min,Paskal
"Action & Adventure, Dramas, International Movies",TV-14,2018,116 min,Shadow
"Action & Adventure, Dramas, International Movies",TV-14,2019,117 min,Pranaam
"Action & Adventure, Dramas, International Movies",TV-14,2016,117 min,Veerappan
"Action & Adventure, Dramas, International Movies",TV-14,2015,118 min,Daagdi Chaawl
"Action & Adventure, Dramas, International Movies",TV-14,2013,119 min,Mahabharat
"Action & Adventure, Dramas, International Movies",TV-14,2018,119 min,Pulang
"Action & Adventure, Dramas, International Movies",TV-14,2017,124 min,Nibunan
"Action & Adventure, Dramas, International Movies",TV-14,2014,127 min,Highway
"Action & Adventure, Dramas, International Movies",TV-14,2018,128 min,​Goli Soda 2
"Action & Adventure, Dramas, International Movies",TV-14,2015,128 min,Gabbar Is Back
"Action & Adventure, Dramas, International Movies",TV-14,2010,129 min,Paan Singh Tomar
"Action & Adventure, Dramas, International Movies",TV-14,2017,130 min,CIA: Comrade in America
"Action & Adventure, Dramas, International Movies",TV-14,2016,130 min,Tiger
"Action & Adventure, Dramas, International Movies",TV-14,2018,136 min,Mauli
"Action & Adventure, Dramas, International Movies",TV-14,2015,138 min,Baahubali: The Beginning (English Version)
"Action & Adventure, Dramas, International Movies",TV-14,2016,140 min,25 Kille
"Action & Adventure, Dramas, International Movies",TV-14,2005,141 min,Insan
"Action & Adventure, Dramas, International Movies",TV-14,2011,142 min,Singham
"Action & Adventure, Dramas, International Movies",TV-14,2017,143 min,Raees
"Action & Adventure, Dramas, International Movies",TV-14,2013,143 min,Singh Saab the Great
"Action & Adventure, Dramas, International Movies",TV-14,2014,146 min,Anjaan
"Action & Adventure, Dramas, International Movies",TV-14,2015,146 min,Faraar
"Action & Adventure, Dramas, International Movies",TV-14,2014,147 min,Naan Sigappu Manithan
"Action & Adventure, Dramas, International Movies",TV-14,1993,149 min,Gumrah
"Action & Adventure, Dramas, International Movies",TV-14,2011,150 min,Fakta Ladh Mhana
"Action & Adventure, Dramas, International Movies",TV-14,2017,153 min,Rangoon
"Action & Adventure, Dramas, International Movies",TV-14,2015,155 min,Brothers
"Action & Adventure, Dramas, International Movies",TV-14,2015,159 min,Baahubali: The Beginning (Hindi Version)
"Action & Adventure, Dramas, International Movies",TV-14,2015,159 min,Baahubali: The Beginning (Tamil Version)
"Action & Adventure, Dramas, International Movies",TV-14,2015,160 min,Baahubali: The Beginning (Malayalam Version)
"Action & Adventure, Dramas, International Movies",TV-14,1980,161 min,Friendship
"Action & Adventure, Dramas, International Movies",TV-14,2003,162 min,Dum
"Action & Adventure, Dramas, International Movies",TV-14,2017,162 min,Mersal
"Action & Adventure, Dramas, International Movies",TV-14,1990,163 min,Ghayal
"Action & Adventure, Dramas, International Movies",TV-14,1989,163 min,Mujrim
"Action & Adventure, Dramas, International Movies",TV-14,2015,164 min,Prem Ratan Dhan Payo
"Action & Adventure, Dramas, International Movies",TV-14,2000,165 min,Pukar
"Action & Adventure, Dramas, International Movies",TV-14,2017,166 min,Baahubali 2: The Conclusion (Malayalam Version)
"Action & Adventure, Dramas, International Movies",TV-14,2016,168 min,Mohenjo Daro
"Action & Adventure, Dramas, International Movies",TV-14,1984,170 min,Duniya
"Action & Adventure, Dramas, International Movies",TV-14,1993,170 min,Khalnayak
"Action & Adventure, Dramas, International Movies",TV-14,1981,173 min,Kaalia
"Action & Adventure, Dramas, International Movies",TV-14,1960,181 min,Jis Desh Men Ganga Behti Hai
"Action & Adventure, Dramas, International Movies",TV-14,2008,214 min,Jodhaa Akbar
"Action & Adventure, Dramas, International Movies",TV-14,2011,86 min,The Mirror Boy
"Action & Adventure, Dramas, International Movies",TV-14,2011,91 min,Arjun: The Warrior Prince
"Action & Adventure, Dramas, International Movies",TV-14,2015,98 min,The Walls of the Moon
"Action & Adventure, Dramas, International Movies",TV-MA,2015,100 min,Regatta
"Action & Adventure, Dramas, International Movies",TV-MA,2017,101 min,Tatu
"Action & Adventure, Dramas, International Movies",TV-MA,1975,101 min,The Flying Guillotine
"Action & Adventure, Dramas, International Movies",TV-MA,2008,103 min,A Wednesday
"Action & Adventure, Dramas, International Movies",TV-MA,2016,103 min,Kills on Wheels
"Action & Adventure, Dramas, International Movies",TV-MA,2020,103 min,Mosul
"Action & Adventure, Dramas, International Movies",TV-MA,2019,105 min,Ip Man 4: The Finale
"Action & Adventure, Dramas, International Movies",TV-MA,1992,108 min,Casino Tycoon 2
"Action & Adventure, Dramas, International Movies",TV-MA,2012,108 min,My True Friend
"Action & Adventure, Dramas, International Movies",TV-MA,2016,108 min,Sword Master
"Action & Adventure, Dramas, International Movies",TV-MA,2016,108 min,The Siege of Jadotville
"Action & Adventure, Dramas, International Movies",TV-MA,2016,109 min,Line Walker
"Action & Adventure, Dramas, International Movies",TV-MA,2016,117 min,The 4th Company
"Action & Adventure, Dramas, International Movies",TV-MA,1992,125 min,Casino Tycoon
"Action & Adventure, Dramas, International Movies",TV-MA,2017,125 min,Pandigai
"Action & Adventure, Dramas, International Movies",TV-MA,2017,125 min,The Prison
"Action & Adventure, Dramas, International Movies",TV-MA,2018,126 min,Gatao 2: Rise of the King
"Action & Adventure, Dramas, International Movies",TV-MA,2017,126 min,The Cell
"Action & Adventure, Dramas, International Movies",TV-MA,2017,129 min,Chasing the Dragon
"Action & Adventure, Dramas, International Movies",TV-MA,2018,130 min,The 12th Man
"Action & Adventure, Dramas, International Movies",TV-MA,2019,132 min,Women of Mafia 2
"Action & Adventure, Dramas, International Movies",TV-MA,2002,137 min,Company
"Action & Adventure, Dramas, International Movies",TV-MA,2018,140 min,Steel Rain
"Action & Adventure, Dramas, International Movies",TV-MA,2016,140 min,The Age of Shadows
"Action & Adventure, Dramas, International Movies",TV-MA,2019,143 min,Guna 369
"Action & Adventure, Dramas, International Movies",TV-MA,2016,148 min,Kabali (Hindi Version)
"Action & Adventure, Dramas, International Movies",TV-MA,2018,158 min,Aiyaary
"Action & Adventure, Dramas, International Movies",TV-MA,1997,161 min,Ghulam-E-Musthafa
"Action & Adventure, Dramas, International Movies",TV-MA,2018,162 min,Sarkar
"Action & Adventure, Dramas, International Movies",TV-MA,2017,165 min,Baahubali 2: The Conclusion (Hindi Version)
"Action & Adventure, Dramas, International Movies",TV-MA,2017,166 min,Baahubali 2: The Conclusion (Tamil Version)
"Action & Adventure, Dramas, International Movies",TV-MA,1990,168 min,Shiva
"Action & Adventure, Dramas, International Movies",TV-MA,2013,73 min,Cold Harbour
"Action & Adventure, Dramas, International Movies",TV-MA,2003,79 min,Boom
"Action & Adventure, Dramas, International Movies",TV-MA,2020,93 min,Lost Bullet
"Action & Adventure, Dramas, International Movies",TV-MA,2019,94 min,Paradise Beach
"Action & Adventure, Dramas, International Movies",TV-MA,2019,97 min,Furie
"Action & Adventure, Dramas, International Movies",TV-MA,2017,98 min,The Bittersweet
"Action & Adventure, Dramas, International Movies",TV-PG,2017,134 min,FullMetal Alchemist
"Action & Adventure, Dramas, International Movies",TV-PG,1978,141 min,Bandie
"Action & Adventure, Dramas, International Movies",TV-PG,2015,154 min,Dilwale
"Action & Adventure, Dramas, International Movies",TV-PG,1995,173 min,Trimurti
"Action & Adventure, Dramas, International Movies",TV-PG,2004,185 min,Lakshya
"Action & Adventure, Dramas, International Movies",TV-PG,2016,97 min,Hajwala: The Missing Engine
"Action & Adventure, Dramas, International Movies",UR,2007,116 min,Shootout at Lokhandwala
"Action & Adventure, Dramas, Romantic Movies",PG-13,2018,96 min,Adrift
"Action & Adventure, Dramas, Sci-Fi & Fantasy",PG-13,2000,130 min,Space Cowboys
"Action & Adventure, Dramas, Sci-Fi & Fantasy",PG-13,2017,92 min,Singularity
"Action & Adventure, Dramas, Sci-Fi & Fantasy",R,2002,107 min,Equilibrium
"Action & Adventure, Dramas, Sci-Fi & Fantasy",R,2005,132 min,V for Vendetta
"Action & Adventure, Dramas, Sci-Fi & Fantasy",TV-MA,2018,95 min,Extinction
"Action & Adventure, Dramas, Sports Movies",PG,1994,107 min,The Next Karate Kid
"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",PG-13,2014,110 min,Left Behind
"Action & Adventure, Horror Movies",PG-13,2020,102 min,Tremors: Shrieker Island
"Action & Adventure, Horror Movies",R,2012,89 min,Aftershock
"Action & Adventure, Horror Movies",TV-MA,2018,90 min,Antidote
"Action & Adventure, Horror Movies, Independent Movies",TV-MA,2017,92 min,Mohawk
"Action & Adventure, Horror Movies, International Movies",NR,2015,115 min,Daemonium
"Action & Adventure, Horror Movies, International Movies",TV-MA,2016,118 min,Train to Busan
"Action & Adventure, Horror Movies, International Movies",TV-MA,2018,122 min,Rampant
"Action & Adventure, Horror Movies, International Movies",TV-MA,2004,124 min,Krishna Cottage
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",PG-13,2009,109 min,Cirque du Freak: The Vampire's Assistant
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",PG-13,2008,85 min,Cloverfield
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2010,100 min,Legion
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2005,105 min,Doom
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2019,97 min,Doom: Annihilation
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",R,2010,97 min,Resident Evil: Afterlife
"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",TV-MA,2019,89 min,The Car: Road to Revenge
"Action & Adventure, Independent Movies",R,2015,91 min,Hunter's Prayer
"Action & Adventure, Independent Movies",TV-MA,2019,103 min,The Brave
"Action & Adventure, Independent Movies",TV-MA,2018,88 min,Silencer
"Action & Adventure, Independent Movies",TV-MA,2016,92 min,Rumble
"Action & Adventure, Independent Movies",TV-MA,2017,94 min,Bushwick
"Action & Adventure, Independent Movies",TV-MA,2017,95 min,Savage Dog
"Action & Adventure, Independent Movies",TV-MA,2018,98 min,Darc
"Action & Adventure, Independent Movies, International Movies",TV-14,2018,92 min,Robin Hood: The Rebellion
"Action & Adventure, Independent Movies, International Movies",TV-MA,2019,98 min,Code 8
"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",PG-13,2009,80 min,9
"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",TV-14,2019,99 min,Rim of the World
"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",TV-MA,2016,100 min,Kill Command
"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",TV-MA,2016,101 min,2307: Winter's Dream
"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",TV-MA,2018,94 min,Battle Drone
"Action & Adventure, International Movies",NR,2010,112 min,Act of Vengeance
"Action & Adventure, International Movies",NR,2017,129 min,God of War
"Action & Adventure, International Movies",NR,2016,143 min,Master
"Action & Adventure, International Movies",NR,1973,81 min,Young Tiger
"Action & Adventure, International Movies",R,1980,101 min,Sword Masters: Two Champions of Shaolin
"Action & Adventure, International Movies",R,1982,104 min,Five Elements Ninjas
"Action & Adventure, International Movies",R,2010,108 min,Ip Man 2
"Action & Adventure, International Movies",R,2010,113 min,14 Blades
"Action & Adventure, International Movies",R,2017,113 min,The Foreigner
"Action & Adventure, International Movies",R,2017,87 min,Acts of Vengeance
"Action & Adventure, International Movies",R,2016,88 min,Blood Father
"Action & Adventure, International Movies",R,1986,90 min,Martial Arts of Shaolin
"Action & Adventure, International Movies",R,2016,92 min,The Take
"Action & Adventure, International Movies",R,2010,93 min,From Paris with Love
"Action & Adventure, International Movies",R,2019,96 min,Triple Threat
"Action & Adventure, International Movies",TV-14,1997,104 min,Lifeline
"Action & Adventure, International Movies",TV-14,2018,108 min,Master Z: The Ip Man Legacy
"Action & Adventure, International Movies",TV-14,2005,109 min,Initial D
"Action & Adventure, International Movies",TV-14,2020,110 min,Double World
"Action & Adventure, International Movies",TV-14,2008,110 min,The Beast Stalker
"Action & Adventure, International Movies",TV-14,2013,111 min,Lion's Heart
"Action & Adventure, International Movies",TV-14,2015,118 min,Helios
"Action & Adventure, International Movies",TV-14,2019,119 min,Drive
"Action & Adventure, International Movies",TV-14,2009,120 min,Escaping Tel Aviv
"Action & Adventure, International Movies",TV-14,2016,123 min,Force 2
"Action & Adventure, International Movies",TV-14,2010,124 min,The Dealer
"Action & Adventure, International Movies",TV-14,2016,127 min,Baaghi
"Action & Adventure, International Movies",TV-14,2015,129 min,Phantom
"Action & Adventure, International Movies",TV-14,1973,132 min,Khoon Khoon
"Action & Adventure, International Movies",TV-14,2011,134 min,Muran
"Action & Adventure, International Movies",TV-14,2017,135 min,Baadshaho
"Action & Adventure, International Movies",TV-14,2015,137 min,Black
"Action & Adventure, International Movies",TV-14,2017,140 min,Spyder
"Action & Adventure, International Movies",TV-14,2017,141 min,Naam Shabana
"Action & Adventure, International Movies",TV-14,1988,148 min,Aakhri Adaalat
"Action & Adventure, International Movies",TV-14,2012,150 min,Mugamoodi
"Action & Adventure, International Movies",TV-14,1986,162 min,Jaal
"Action & Adventure, International Movies",TV-14,2012,162 min,Players
"Action & Adventure, International Movies",TV-14,2006,169 min,Don
"Action & Adventure, International Movies",TV-14,2019,172 min,Saaho
"Action & Adventure, International Movies",TV-14,1993,83 min,The Bare-Footed Kid
"Action & Adventure, International Movies",TV-14,1983,89 min,On the Wrong Track
"Action & Adventure, International Movies",TV-14,1985,90 min,Disciples Of The 36th Chamber
"Action & Adventure, International Movies",TV-14,2006,94 min,Dragon Tiger Gate
